City,Year,AverageTemperature,NO2 Mean,SO2 Mean,CO Mean,Latitude,Longitude,Avg_CO2_natural_pross
Des Moines,2011,10.937333333333331,7.112136755,0.100663565,0.2109814725,40.99,-93.73,193891.25336038158
Des Moines,2012,12.9065,7.320274283653846,0.064395266826923,0.2191102283653846,40.99,-93.73,190565.3256036093
Des Moines,2013,12.286111111111111,6.1503672763819095,-0.0315241030150753,0.1985598366834171,40.99,-93.73,190013.4579393448
Detroit,2000,9.344166666666666,22.64006088795518,5.4152512058823525,0.2770012492997199,42.59,-82.91,202954.84062516445
Detroit,2001,10.290416666666667,22.77987474829932,5.392707748299319,0.3965302755102041,42.59,-82.91,202533.04766948434
Detroit,2002,10.007416666666666,20.768051116959064,5.193005994152046,0.3730059561403508,42.59,-82.91,202507.2563167111
Detroit,2003,8.725833333333334,18.88136544099379,4.954056838509317,0.4216995962732919,42.59,-82.91,205392.55136759096
Detroit,2004,9.258333333333333,17.080825668639054,3.980058849112426,0.4000051331360947,42.59,-82.91,207367.67381894967
Detroit,2005,9.733833333333331,17.859615894117645,4.209697414705882,0.3492179,42.59,-82.91,207371.77631833442
Detroit,2006,10.42925,13.418527047619047,3.149296413690476,0.2792304880952381,42.59,-82.91,206890.55162788602
El Paso,2000,16.889583333333334,14.843473667418262,1.1080364334836528,0.500316404735062,31.35,-105.55,202954.84062516445
El Paso,2001,16.698333333333334,14.438936757723576,0.673712818699187,0.4300565406504065,31.35,-105.55,202533.04766948434
El Paso,2002,16.632083333333334,14.830726342328452,0.3419358573631457,0.3424567070161912,31.35,-105.55,202507.2563167111
El Paso,2003,16.93616666666667,14.963986741959063,0.6219171045321638,0.3764662383040935,31.35,-105.55,205392.55136759096
El Paso,2004,15.988166666666666,13.318674502785516,0.3923912653203342,0.33523568454039,31.35,-105.55,207367.67381894967
El Paso,2005,16.613083333333332,13.451848965325937,0.590915545076283,0.3572444736477115,31.35,-105.55,207371.77631833442
El Paso,2006,16.703666666666667,12.920467762376235,0.2808323929931455,0.2968046827875095,31.35,-105.55,206890.55162788602
El Paso,2007,16.252,12.381305887724553,0.3860659520958084,0.1856579423652694,31.35,-105.55,207704.80204842016
El Paso,2008,16.10625,16.51749015211268,0.5860649661971831,0.2211778999999999,31.35,-105.55,202172.3482385219
El Paso,2009,16.575416666666666,13.676709464985992,0.3845904159663865,0.162003550420168,31.35,-105.55,189498.2881188209
El Paso,2010,16.298750000000002,13.599435385638298,0.4240510585106383,0.1865291382978723,31.35,-105.55,195632.05760612834
El Paso,2011,17.049166666666668,13.478422540950454,0.6001707072800809,0.2050066006066734,31.35,-105.55,193891.25336038158
El Paso,2012,17.29641666666667,12.849389150250415,0.5736638322203673,0.1886673280467445,31.35,-105.55,190565.3256036093
El Paso,2013,18.24088888888889,12.627978109243696,0.4739962170868347,0.1743842808123249,31.35,-105.55,190013.4579393448
Fontana,2008,17.990083333333335,20.27018134986226,1.5974278925619834,0.4369435826446281,34.56,-116.76,202172.3482385219
Fontana,2009,17.747583333333335,23.46226490958904,0.8573664794520548,0.3706214917808219,34.56,-116.76,189498.2881188209
Fontana,2010,17.11225,24.31889313492064,0.6288743571428571,0.3477012261904762,34.56,-116.76,195632.05760612834
Fontana,2011,16.96875,21.02006760294117,0.61398005,0.3190751705882353,34.56,-116.76,193891.25336038158
Fontana,2012,18.441916666666668,22.24671160941828,0.5867672216066482,0.2662719764542936,34.56,-116.76,190565.3256036093
Fontana,2013,19.865333333333336,20.73641182182985,0.4614457929373997,0.2578478643659711,34.56,-116.76,190013.4579393448
Fresno,2003,16.958250000000003,14.569434467800727,1.262530740583232,0.4962044362089915,36.17,-119.34,205392.55136759096
Fresno,2007,16.492583333333332,15.194321851485148,0.6693362095709571,0.2014523316831683,36.17,-119.34,207704.80204842016
Fresno,2008,16.717499999999998,15.269006729658791,1.0686718674540685,0.3596908398950131,36.17,-119.34,202172.3482385219
Fresno,2009,16.60425,14.242095487671232,1.6483706356164385,0.3412008301369863,36.17,-119.34,189498.2881188209
Fresno,2010,15.890083333333337,12.91626670967742,0.7467599233870967,0.2770567043010752,36.17,-119.34,195632.05760612834
Fresno,2011,15.625833333333334,10.065030991111112,0.7824040231111111,0.2665801671111111,36.17,-119.34,193891.25336038158
Fresno,2012,16.982249999999997,12.26515447761194,0.6447199278606965,0.3764617164179104,36.17,-119.34,190565.3256036093
Fresno,2013,18.675666666666665,13.120059830555556,0.5785904138888889,0.4192189861111111,36.17,-119.34,190013.4579393448
Grand Rapids,2002,9.811166666666669,15.73107728021978,1.7166633241758242,0.3604020576923077,42.59,-85.09,202507.2563167111
Grand Rapids,2003,8.798083333333333,16.405238005434782,1.2770371494565218,0.3781122744565217,42.59,-85.09,205392.55136759096
Grand Rapids,2004,9.2635,12.128194545977012,0.8385327672413793,0.3095924482758621,42.59,-85.09,207367.67381894967
Grand Rapids,2005,9.761083333333334,13.285582391025642,1.0379003557692308,0.2972724935897436,42.59,-85.09,207371.77631833442
Grand Rapids,2006,10.307083333333331,11.709512005434783,0.7722848532608696,0.3471839728260869,42.59,-85.09,206890.55162788602
Grand Rapids,2007,9.854333333333331,8.125,2.3229165,0.229167,42.59,-85.09,207704.80204842016
Hampton,2010,16.296583333333334,4.111256551181103,1.7019039527559057,0.0754753070866141,36.17,-75.58,195632.05760612834
Hampton,2011,17.21741666666667,4.505476497674419,1.009177488372093,0.3367705488372093,36.17,-75.58,193891.25336038158
Hampton,2012,17.3745,3.8231865,0.7324040896226415,0.2710004693396226,36.17,-75.58,190565.3256036093
Hampton,2013,17.287999999999997,2.982939705,0.8183498475000001,0.305862965,36.17,-75.58,190013.4579393448
Henderson,2000,18.509,16.683806709401708,5.382711901709402,0.2216579551282051,36.17,-115.36,202954.84062516445
Henderson,2001,18.50475,14.988355825910933,4.926583479757085,0.1331013481781376,36.17,-115.36,202533.04766948434
Houston,2000,21.342,16.8672610015015,6.1064358213213215,0.3821911186186186,29.74,-96.0,202954.84062516445
Houston,2001,20.64,16.872026161527167,4.366643493392071,0.3023467665198238,29.74,-96.0,202533.04766948434
Houston,2003,20.685,14.091896547256097,6.135390612042683,0.674338606707317,29.74,-96.0,205392.55136759096
Houston,2004,20.977166666666665,12.301445413642965,6.500625311320754,0.3036572815674891,29.74,-96.0,207367.67381894967
Houston,2005,21.232166666666668,11.873350925179857,7.131748829496403,0.1346653870503597,29.74,-96.0,207371.77631833442
Houston,2006,21.456,13.308036990521328,4.016356237756714,0.1887220655608215,29.74,-96.0,206890.55162788602
Houston,2007,20.71441666666667,15.827310492198585,2.8703688886524823,0.2051843879432624,29.74,-96.0,207704.80204842016
Houston,2008,21.00783333333333,14.189382690647482,1.4905702733812949,0.2211054597122302,29.74,-96.0,202172.3482385219
Houston,2009,21.105166666666666,9.511553373626374,1.40484352014652,0.1840079465201465,29.74,-96.0,189498.2881188209
Houston,2010,20.432583333333334,13.151556348432054,1.5511006585365852,0.2333693013937282,29.74,-96.0,195632.05760612834
Houston,2011,21.685666666666663,12.000457564788734,0.891508090140845,0.213489961971831,29.74,-96.0,193891.25336038158
Houston,2012,21.857166666666668,12.519600258692629,0.7811714860917942,0.2162078824756606,29.74,-96.0,190565.3256036093
Houston,2013,22.28022222222222,11.960178397202798,0.3860176167832168,0.2219477377622377,29.74,-96.0,190013.4579393448
Kansas City,2000,12.72675,16.51802803125,1.378181576704545,0.9843636931818182,39.38,-93.64,202954.84062516445
Kansas City,2001,13.094833333333334,18.422411664723032,1.6659105014577258,0.5697993032069971,39.38,-93.64,202533.04766948434
Kansas City,2002,13.004916666666666,16.840588686520377,3.363134415360501,0.8260195125391849,39.38,-93.64,202507.2563167111
Kansas City,2003,12.555916666666668,16.3128686007326,3.306715798534799,0.5560810970695971,39.38,-93.64,205392.55136759096
Kansas City,2004,12.558333333333332,14.877807532951287,2.9669238381088827,0.5050008782234957,39.38,-93.64,207367.67381894967
Kansas City,2005,13.266916666666669,17.484709980555554,3.5585320541666667,0.4969043430555555,39.38,-93.64,207371.77631833442
Kansas City,2006,13.7685,15.182398827089337,4.599879064841499,0.4256643746397694,39.38,-93.64,206890.55162788602
Kansas City,2007,13.177666666666669,13.393603279452057,4.196402369863013,0.4222136205479452,39.38,-93.64,207704.80204842016
Kansas City,2008,11.61275,16.80789221037464,4.043818097982709,0.4023550706051873,39.38,-93.64,202172.3482385219
Kansas City,2009,12.029583333333331,12.271639795321638,4.652079026315789,0.2962093406432748,39.38,-93.64,189498.2881188209
Kansas City,2010,12.679416666666668,13.066675312865495,5.189308907894737,0.4170265073099415,39.38,-93.64,195632.05760612834
Kansas City,2011,12.794,13.10077026,3.6189493357142855,0.4514423471428571,39.38,-93.64,193891.25336038158
Kansas City,2012,14.79125,12.065956740088106,2.808529079295154,0.510675077092511,39.38,-93.64,190565.3256036093
Kansas City,2013,13.989666666666666,11.859712665584416,2.0433924545454545,0.4357881347402597,39.38,-93.64,190013.4579393448
Lancaster,2000,16.643333333333334,11.187756578553618,2.762723986284289,0.2391796633416459,34.56,-118.7,202954.84062516445
Lancaster,2001,16.46625,11.196062447552446,1.8322025734265732,0.298438606060606,34.56,-118.7,202533.04766948434
Lancaster,2002,16.430249999999997,10.575023522727273,3.253789518181818,0.3586298409090909,34.56,-118.7,202507.2563167111
Lancaster,2003,16.944666666666667,11.924207990610329,2.809425927230047,0.2736893896713614,34.56,-118.7,205392.55136759096
Lancaster,2004,16.552833333333336,11.363660352657003,3.9180896135265697,0.297194038647343,34.56,-118.7,207367.67381894967
Lancaster,2005,16.431416666666667,10.743831406103286,3.752140596244132,0.2414004894366197,34.56,-118.7,207371.77631833442
Lancaster,2006,16.623083333333334,10.8290358,4.171383737209302,0.2822130697674418,34.56,-118.7,206890.55162788602
Lancaster,2007,16.699916666666667,9.678170547169811,3.934379941037736,0.2317395660377358,34.56,-118.7,207704.80204842016
Lancaster,2008,17.014750000000003,9.718725545691903,3.7372797101827673,0.3088554490861618,34.56,-118.7,202172.3482385219
Long Beach,2000,16.90008333333333,31.52352100546448,2.288611993169399,0.7174077254098361,32.95,-117.77,202954.84062516445
Long Beach,2001,16.374166666666667,30.32513064383561,2.2167273383561645,0.8119527863013699,32.95,-117.77,202533.04766948434
Long Beach,2002,16.37275,29.468020579096045,2.085164079096045,0.8839580875706214,32.95,-117.77,202507.2563167111
Long Beach,2003,17.100166666666667,28.296755038632988,2.329893260029718,0.8491620861812779,32.95,-117.77,205392.55136759096
Long Beach,2004,16.840666666666667,27.782804961002785,5.052170710306406,0.5483643746518105,32.95,-117.77,207367.67381894967
Long Beach,2005,16.9275,24.303217353424657,1.8438230808219176,0.7404793890410958,32.95,-117.77,207371.77631833442
