City,Year,AverageTemperature,NO2 Mean,SO2 Mean,CO Mean,value,category,Latitude
Alexandria,2012,13.996583333333334,10.355307355555555,0.36480123703703704,0.1857231925925926,631.9903120912,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,39.38
Alexandria,2012,13.996583333333334,10.355307355555555,0.36480123703703704,0.1857231925925926,409285.583751925,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,39.38
Alexandria,2012,13.996583333333334,10.355307355555555,0.36480123703703704,0.1857231925925926,6054.95249435678,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,39.38
Alexandria,2012,13.996583333333334,10.355307355555555,0.36480123703703704,0.1857231925925926,7581.75704849569,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,39.38
Alexandria,2012,13.996583333333334,10.355307355555555,0.36480123703703704,0.1857231925925926,8584.4242576,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,39.38
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,5349220.94664921,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,6643010.57787319,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,6643010.57787319,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,147249.750868431,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,714401.17249108,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,631.9903120912,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,409285.583751925,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,6054.95249435678,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,7581.75704849569,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2012,21.556083333333333,8.31354334375,0.485593484375,0.1483206875,8584.4242576,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,5502550.71398641,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,6799979.30280136,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,6799979.30280136,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,149922.393769351,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,721475.055605471,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,600.342162922652,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,403349.746652267,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,5858.17456444377,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,7229.06881568978,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,29.74
Austin,2013,22.182666666666666,5.478937816816817,0.49425410660660657,0.09248236486486486,8993.8072448,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,29.74
Bakersfield,2000,16.504083333333334,30.78556194736842,2.635454315789474,0.9134548245614035,5992438.03977823,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,36.17
Bakersfield,2000,16.504083333333334,30.78556194736842,2.635454315789474,0.9134548245614035,7258973.11700554,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,36.17
Bakersfield,2000,16.504083333333334,30.78556194736842,2.635454315789474,0.9134548245614035,7258973.11700554,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,36.17
Bakersfield,2000,16.504083333333334,30.78556194736842,2.635454315789474,0.9134548245614035,109295.25441327,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent,36.17
Bakersfield,2000,16.504083333333334,30.78556194736842,2.635454315789474,0.9134548245614035,717473.935246073,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,36.17
Bakersfield,2000,16.504083333333334,30.78556194736842,2.635454315789474,0.9134548245614035,205.737678618912,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent,36.17
