City,Year,AverageTemperature,NO2 Mean,SO2 Mean,CO Mean,Avg_CO2_natural_pross,Latitude,Longitude,Cluster
Denver,2006,9.9615,29.1077105253731,2.76280525820896,0.627339320895522,206890.551627886,39.38,-104.05,29
Denver,2007,9.47508333333333,27.0280750377907,2.63949411627907,0.621431773255814,207704.80204842,39.38,-104.05,29
Denver,2008,9.0935,42.0401473904762,4.01097796190476,0.773420342857143,202172.348238522,39.38,-104.05,29
Denver,2012,10.9200833333333,23.992874124805,2.01579570670827,0.396290353354134,190565.325603609,39.38,-104.05,5
Denver,2013,11.2057777777778,24.06972596875,1.83090696164773,0.395897045454545,190013.457939345,39.38,-104.05,5
Des Moines,2007,11.2093333333333,7.86189500568182,0.239445931818182,0.291568982954546,207704.80204842,40.99,-93.73,10
Des Moines,2008,9.49633333333333,8.02263554814815,0.226002464197531,0.294271395061728,202172.348238522,40.99,-93.73,10
Des Moines,2009,10.0085833333333,8.21748983490566,0.131836247641509,0.268638490566038,189498.288118821,40.99,-93.73,24
Des Moines,2010,10.7165,8.05911350127877,0.238283246803069,0.289222084398977,195632.057606128,40.99,-93.73,24
Des Moines,2011,10.9373333333333,7.112136755,0.100663565,0.2109814725,193891.253360382,40.99,-93.73,24
Des Moines,2012,12.9065,7.32027428365385,0.064395266826923,0.219110228365385,190565.325603609,40.99,-93.73,24
Des Moines,2013,12.2861111111111,6.15036727638191,-0.0315241030150753,0.198559836683417,190013.457939345,40.99,-93.73,24
Detroit,2000,9.34416666666667,22.6400608879552,5.41525120588235,0.27700124929972,202954.840625164,42.59,-82.91,27
Detroit,2001,10.2904166666667,22.7798747482993,5.39270774829932,0.396530275510204,202533.047669484,42.59,-82.91,27
Detroit,2002,10.0074166666667,20.7680511169591,5.19300599415205,0.373005956140351,202507.256316711,42.59,-82.91,27
Detroit,2003,8.72583333333333,18.8813654409938,4.95405683850932,0.421699596273292,205392.551367591,42.59,-82.91,27
Detroit,2004,9.25833333333333,17.0808256686391,3.98005884911243,0.400005133136095,207367.67381895,42.59,-82.91,27
Detroit,2005,9.73383333333333,17.8596158941176,4.20969741470588,0.3492179,207371.776318334,42.59,-82.91,27
Detroit,2006,10.42925,13.418527047619,3.14929641369048,0.279230488095238,206890.551627886,42.59,-82.91,10
El Paso,2000,16.8895833333333,14.8434736674183,1.10803643348365,0.500316404735062,202954.840625164,31.35,-105.55,17
El Paso,2001,16.6983333333333,14.4389367577236,0.673712818699187,0.430056540650407,202533.047669484,31.35,-105.55,17
El Paso,2002,16.6320833333333,14.8307263423285,0.341935857363146,0.342456707016191,202507.256316711,31.35,-105.55,17
El Paso,2003,16.9361666666667,14.9639867419591,0.621917104532164,0.376466238304094,205392.551367591,31.35,-105.55,17
El Paso,2004,15.9881666666667,13.3186745027855,0.392391265320334,0.33523568454039,207367.67381895,31.35,-105.55,17
El Paso,2005,16.6130833333333,13.4518489653259,0.590915545076283,0.357244473647712,207371.776318334,31.35,-105.55,17
El Paso,2006,16.7036666666667,12.9204677623762,0.280832392993146,0.29680468278751,206890.551627886,31.35,-105.55,17
El Paso,2007,16.252,12.3813058877246,0.386065952095808,0.185657942365269,207704.80204842,31.35,-105.55,17
El Paso,2008,16.10625,16.5174901521127,0.586064966197183,0.2211779,202172.348238522,31.35,-105.55,17
El Paso,2009,16.5754166666667,13.676709464986,0.384590415966387,0.162003550420168,189498.288118821,31.35,-105.55,21
El Paso,2010,16.29875,13.5994353856383,0.424051058510638,0.186529138297872,195632.057606128,31.35,-105.55,21
El Paso,2011,17.0491666666667,13.4784225409505,0.600170707280081,0.205006600606673,193891.253360382,31.35,-105.55,21
El Paso,2012,17.2964166666667,12.8493891502504,0.573663832220367,0.188667328046745,190565.325603609,31.35,-105.55,21
El Paso,2013,18.2408888888889,12.6279781092437,0.473996217086835,0.174384280812325,190013.457939345,31.35,-105.55,21
Fontana,2008,17.9900833333333,20.2701813498623,1.59742789256198,0.436943582644628,202172.348238522,34.56,-116.76,0
Fontana,2009,17.7475833333333,23.462264909589,0.857366479452055,0.370621491780822,189498.288118821,34.56,-116.76,7
Fontana,2010,17.11225,24.3188931349206,0.628874357142857,0.347701226190476,195632.057606128,34.56,-116.76,7
Fontana,2011,16.96875,21.0200676029412,0.61398005,0.319075170588235,193891.253360382,34.56,-116.76,7
Fontana,2012,18.4419166666667,22.2467116094183,0.586767221606648,0.266271976454294,190565.325603609,34.56,-116.76,7
Fontana,2013,19.8653333333333,20.7364118218299,0.4614457929374,0.257847864365971,190013.457939345,34.56,-116.76,25
Fresno,2003,16.95825,14.5694344678007,1.26253074058323,0.496204436208992,205392.551367591,36.17,-119.34,15
Fresno,2007,16.4925833333333,15.1943218514851,0.669336209570957,0.201452331683168,207704.80204842,36.17,-119.34,0
Fresno,2008,16.7175,15.2690067296588,1.06867186745407,0.359690839895013,202172.348238522,36.17,-119.34,0
Fresno,2009,16.60425,14.2420954876712,1.64837063561644,0.341200830136986,189498.288118821,36.17,-119.34,9
Fresno,2010,15.8900833333333,12.9162667096774,0.746759923387097,0.277056704301075,195632.057606128,36.17,-119.34,9
Fresno,2011,15.6258333333333,10.0650309911111,0.782404023111111,0.266580167111111,193891.253360382,36.17,-119.34,9
Fresno,2012,16.98225,12.2651544776119,0.644719927860697,0.37646171641791,190565.325603609,36.17,-119.34,9
Fresno,2013,18.6756666666667,13.1200598305556,0.578590413888889,0.419218986111111,190013.457939345,36.17,-119.34,9
Grand Rapids,2002,9.81116666666667,15.7310772802198,1.71666332417582,0.360402057692308,202507.256316711,42.59,-85.09,10
Grand Rapids,2003,8.79808333333333,16.4052380054348,1.27703714945652,0.378112274456522,205392.551367591,42.59,-85.09,10
Grand Rapids,2004,9.2635,12.128194545977,0.838532767241379,0.309592448275862,207367.67381895,42.59,-85.09,10
Grand Rapids,2005,9.76108333333333,13.2855823910256,1.03790035576923,0.297272493589744,207371.776318334,42.59,-85.09,10
Grand Rapids,2006,10.3070833333333,11.7095120054348,0.77228485326087,0.347183972826087,206890.551627886,42.59,-85.09,10
Grand Rapids,2007,9.85433333333333,8.125,2.3229165,0.229167,207704.80204842,42.59,-85.09,10
Hampton,2010,16.2965833333333,4.1112565511811,1.70190395275591,0.0754753070866141,195632.057606128,36.17,-75.58,23
Hampton,2011,17.2174166666667,4.50547649767442,1.00917748837209,0.336770548837209,193891.253360382,36.17,-75.58,23
Hampton,2012,17.3745,3.8231865,0.732404089622642,0.271000469339623,190565.325603609,36.17,-75.58,23
Hampton,2013,17.288,2.982939705,0.8183498475,0.305862965,190013.457939345,36.17,-75.58,23
Henderson,2000,18.509,16.6838067094017,5.3827119017094,0.221657955128205,202954.840625164,36.17,-115.36,28
Henderson,2001,18.50475,14.9883558259109,4.92658347975709,0.133101348178138,202533.047669484,36.17,-115.36,28
Houston,2000,21.342,16.8672610015015,6.10643582132132,0.382191118618619,202954.840625164,29.74,-96.0,12
Houston,2001,20.64,16.8720261615272,4.36664349339207,0.302346766519824,202533.047669484,29.74,-96.0,12
Houston,2003,20.685,14.0918965472561,6.13539061204268,0.674338606707317,205392.551367591,29.74,-96.0,12
Houston,2004,20.9771666666667,12.301445413643,6.50062531132075,0.303657281567489,207367.67381895,29.74,-96.0,12
Houston,2005,21.2321666666667,11.8733509251799,7.1317488294964,0.13466538705036,207371.776318334,29.74,-96.0,12
Houston,2006,21.456,13.3080369905213,4.01635623775671,0.188722065560822,206890.551627886,29.74,-96.0,12
Houston,2007,20.7144166666667,15.8273104921986,2.87036888865248,0.205184387943262,207704.80204842,29.74,-96.0,12
Houston,2008,21.0078333333333,14.1893826906475,1.49057027338129,0.22110545971223,202172.348238522,29.74,-96.0,17
Houston,2009,21.1051666666667,9.51155337362637,1.40484352014652,0.184007946520147,189498.288118821,29.74,-96.0,4
Houston,2010,20.4325833333333,13.1515563484321,1.55110065853659,0.233369301393728,195632.057606128,29.74,-96.0,4
Houston,2011,21.6856666666667,12.0004575647887,0.891508090140845,0.213489961971831,193891.253360382,29.74,-96.0,4
Houston,2012,21.8571666666667,12.5196002586926,0.781171486091794,0.216207882475661,190565.325603609,29.74,-96.0,4
Houston,2013,22.2802222222222,11.9601783972028,0.386017616783217,0.221947737762238,190013.457939345,29.74,-96.0,4
Kansas City,2000,12.72675,16.51802803125,1.37818157670455,0.984363693181818,202954.840625164,39.38,-93.64,8
Kansas City,2001,13.0948333333333,18.422411664723,1.66591050145773,0.569799303206997,202533.047669484,39.38,-93.64,8
Kansas City,2002,13.0049166666667,16.8405886865204,3.3631344153605,0.826019512539185,202507.256316711,39.38,-93.64,8
Kansas City,2003,12.5559166666667,16.3128686007326,3.3067157985348,0.556081097069597,205392.551367591,39.38,-93.64,8
Kansas City,2004,12.5583333333333,14.8778075329513,2.96692383810888,0.505000878223496,207367.67381895,39.38,-93.64,8
Kansas City,2005,13.2669166666667,17.4847099805556,3.55853205416667,0.496904343055556,207371.776318334,39.38,-93.64,8
Kansas City,2006,13.7685,15.1823988270893,4.5998790648415,0.425664374639769,206890.551627886,39.38,-93.64,8
Kansas City,2007,13.1776666666667,13.3936032794521,4.19640236986301,0.422213620547945,207704.80204842,39.38,-93.64,8
Kansas City,2008,11.61275,16.8078922103746,4.04381809798271,0.402355070605187,202172.348238522,39.38,-93.64,8
Kansas City,2009,12.0295833333333,12.2716397953216,4.65207902631579,0.296209340643275,189498.288118821,39.38,-93.64,5
Kansas City,2010,12.6794166666667,13.0666753128655,5.18930890789474,0.417026507309942,195632.057606128,39.38,-93.64,5
Kansas City,2011,12.794,13.10077026,3.61894933571429,0.451442347142857,193891.253360382,39.38,-93.64,5
Kansas City,2012,14.79125,12.0659567400881,2.80852907929515,0.510675077092511,190565.325603609,39.38,-93.64,5
Kansas City,2013,13.9896666666667,11.8597126655844,2.04339245454545,0.43578813474026,190013.457939345,39.38,-93.64,5
Lancaster,2000,16.6433333333333,11.1877565785536,2.76272398628429,0.239179663341646,202954.840625164,34.56,-118.7,28
Lancaster,2001,16.46625,11.1960624475524,1.83220257342657,0.298438606060606,202533.047669484,34.56,-118.7,0
Lancaster,2002,16.43025,10.5750235227273,3.25378951818182,0.358629840909091,202507.256316711,34.56,-118.7,28
Lancaster,2003,16.9446666666667,11.9242079906103,2.80942592723005,0.273689389671361,205392.551367591,34.56,-118.7,28
Lancaster,2004,16.5528333333333,11.363660352657,3.91808961352657,0.297194038647343,207367.67381895,34.56,-118.7,28
Lancaster,2005,16.4314166666667,10.7438314061033,3.75214059624413,0.24140048943662,207371.776318334,34.56,-118.7,28
Lancaster,2006,16.6230833333333,10.8290358,4.1713837372093,0.282213069767442,206890.551627886,34.56,-118.7,28
Lancaster,2007,16.6999166666667,9.67817054716981,3.93437994103774,0.231739566037736,207704.80204842,34.56,-118.7,28
Lancaster,2008,17.01475,9.7187255456919,3.73727971018277,0.308855449086162,202172.348238522,34.56,-118.7,28
Long Beach,2000,16.9000833333333,31.5235210054645,2.2886119931694,0.717407725409836,202954.840625164,32.95,-117.77,18
